N,a,kappa,one_over_kappa,U1_mean,U1_std,U_over_Ne2,U_over_Ne2_std,U_over_Ne2_sem,U2_mean,beta_U_mean,acceptance_rate,n_samples,seed,include_log,include_cosh,elapsed_seconds
8.0,0.028209479177387815,10.0,0.1,-14.023491894216493,0.32123845447532323,0.031112121462283374,0.040154806809415404,0.002539612970435829,0.0,-140.23491894216468,0.0928125,250.0,0.0,1.0,0.0,2.313947916030884
8.0,0.028209479177387815,7.0,0.14285714285714285,-13.539369759314498,0.3885130006639344,0.09162738832503302,0.0485641250829918,0.0030714649567113563,0.0,-94.77558831520182,0.15610416666666665,250.0,0.0,1.0,0.0,0.9063429832458496
8.0,0.028209479177387815,6.0,0.16666666666666666,-13.248811282422517,0.5509490541897295,0.12794719793653075,0.06886863177371619,0.004355634714887699,0.0,-79.49286769453526,0.2000625,250.0,0.0,1.0,0.0,1.0020458698272705
8.0,0.028209479177387815,5.0,0.2,-12.956574006468495,0.7140365705285708,0.1644768574307839,0.08925457131607135,0.0056449547388143576,0.0,-64.78287003234217,0.2638333333333333,250.0,0.0,1.0,0.0,1.0678160190582275
8.0,0.028209479177387815,4.0,0.25,-12.42950379710383,0.8818972449290172,0.2303606336013661,0.11023715561612715,0.006972009890507682,0.0,-49.71801518841532,0.35333333333333333,250.0,0.0,1.0,0.0,1.0378398895263672
8.0,0.028209479177387815,4.75,0.21052631578947367,-12.886075576221758,0.69998015554657,0.17328916121162566,0.08749751944332125,0.005533829021115265,0.0,-61.208858987053475,0.277625,250.0,0.0,1.0,0.0,0.968803882598877
8.0,0.028209479177387815,3.5,0.2857142857142857,-11.858967786294421,1.137666315970205,0.3016776349525434,0.14220828949627562,0.0089940419392966,0.0,-41.50638725203092,0.4244791666666667,250.0,0.0,1.0,0.0,1.0324501991271973
8.0,0.028209479177387815,3.0,0.3333333333333333,-11.386116193855162,1.1279739250382737,0.36078408400745005,0.1409967406297842,0.008917416861002437,0.0,-34.15834858156557,0.4944791666666667,250.0,0.0,1.0,0.0,1.102957010269165
8.0,0.028209479177387815,2.0,0.5,-9.365212635231417,1.4522694885105862,0.6133970288354177,0.18153368606382325,0.011481198400152963,0.0,-18.730425270462835,0.70075,250.0,0.0,1.0,0.0,1.098097801208496
8.0,0.028209479177387815,1.4,0.7142857142857143,-7.983402699444669,1.5130262246617794,0.7861232708087618,0.18912827808272242,0.011961522573742122,0.0,-11.176763779222428,0.8124791666666666,250.0,0.0,1.0,0.0,1.252018928527832
