N,a,kappa,one_over_kappa,U1_mean,U1_std,U_over_Ne2,U_over_Ne2_std,U_over_Ne2_sem,U2_mean,beta_U_mean,acceptance_rate,n_samples,seed,include_log,include_cosh,elapsed_seconds
32,0.014104739588693908,10.0,0.1,-66.47761532499592,0.5488259113382684,0.05319671961319549,0.017150809729320888,0.0010847124492165986,0.0,-664.7761532499653,0.04066145833333333,250,0,True,False,211.0165774822235
32,0.014104739588693908,7.0,0.14285714285714285,-65.26317464416125,0.8025599893453408,0.0911479908892788,0.0250799996670419,0.0015861984532823399,0.0,-456.8422225091262,0.075953125,250,0,True,False,209.8192856311798
32,0.014104739588693908,6.0,0.16666666666666666,-64.39358987712984,1.0623425736941745,0.11832251485901046,0.03319820542794295,0.0020996388676492927,0.0,-386.36153926277785,0.10192708333333333,250,0,True,False,206.22926425933838
32,0.014104739588693908,5.0,0.2,-62.74502768585973,1.544710070248127,0.16984008333620126,0.04827218969525396,0.003053001341614237,0.0,-313.7251384292966,0.15328125,250,0,True,False,205.73980164527893
32,0.014104739588693908,4.0,0.25,-59.716394582044465,2.006467758035022,0.26448486783042857,0.06270211743859444,0.003965630104426427,0.0,-238.86557832817786,0.24703645833333332,250,0,True,False,208.2351098060608
32,0.014104739588693908,4.75,0.21052631578947367,-62.29279264980104,1.5678950747044407,0.18397242821303583,0.04899672108451377,0.003098824730141178,0.0,-295.8907650865548,0.169578125,250,0,True,False,203.89045929908752
32,0.014104739588693908,3.5,0.2857142857142857,-57.29498973903364,2.5254926612970556,0.3401537691745172,0.07892164566553299,0.004991443139836791,0.0,-200.53246408662096,0.329125,250,0,True,False,200.62490439414978
32,0.014104739588693908,3.0,0.3333333333333333,-54.13158296601659,2.461471229793707,0.43901023083129964,0.07692097593105335,0.004864909675702392,0.0,-162.39474889804598,0.42075,250,0,True,False,216.01281833648682
32,0.014104739588693908,2.0,0.5,-47.64573487821044,2.5440029305837246,0.6416929835752418,0.0795000915807414,0.005028027271742375,0.0,-95.29146975642088,0.6237552083333333,250,0,True,False,218.9821994304657
32,0.014104739588693908,1.4,0.7142857142857143,-43.52407296778125,2.5822436770717654,0.7704949182761542,0.08069511490849267,0.005103607183196934,0.0,-60.93370215489361,0.7354791666666667,250,0,True,False,218.06061911582947
