N,a,kappa,one_over_kappa,U1_mean,U1_std,U_over_Ne2,U_over_Ne2_std,U_over_Ne2_sem,U2_mean,beta_U_mean,acceptance_rate,n_samples,seed,include_log,include_cosh,elapsed_seconds
104,0.007823901817554269,10.0,0.1,-247.48652590622547,0.9568852672938145,0.045607813891023266,0.009200819877825145,0.0005819109430975923,0.0,-2474.8652590622714,0.013032051282051283,250,0,True,False,1494.9361591339111
104,0.007823901817554269,7.0,0.14285714285714285,-242.45684948614172,1.4489234349842466,0.09397008716105892,0.013931956105617755,0.0008811342711048297,0.0,-1697.1979464029987,0.027314102564102563,250,0,True,False,1473.7690041065216
104,0.007823901817554269,6.0,0.16666666666666666,-239.56949807187252,1.8293332950258423,0.12173308152903192,0.017589743221402332,0.0011124730407427756,0.0,-1437.4169884312405,0.03973557692307692,250,0,True,False,1545.7555408477783
104,0.007823901817554269,5.0,0.2,-235.35787982405384,2.2052846049433414,0.16222941083498096,0.021204659662916747,0.0013411004308703036,0.0,-1176.78939912026,0.06464743589743589,250,0,True,False,1527.6709122657776
104,0.007823901817554269,4.0,0.25,-225.53245947620815,3.7202046249711316,0.25670460648734367,0.03577119831703011,0.002262369226307941,0.0,-902.1298379048326,0.13043589743589742,250,0,True,False,1516.7256634235382
104,0.007823901817554269,4.75,0.21052631578947367,-233.50007961874834,2.6250741199004515,0.1800928743475339,0.02524109730673509,0.0015963871626244923,0.0,-1109.1253781890382,0.07429166666666667,250,0,True,False,1534.7022242546082
104,0.007823901817554269,3.5,0.2857142857142857,-216.52475275794893,4.509761259667615,0.3433171710859897,0.04336308903526551,0.002742522554642251,0.0,-757.8366346528239,0.20092307692307693,250,0,True,False,1501.068609237671
104,0.007823901817554269,3.0,0.3333333333333333,-206.3613974768268,4.655689865325799,0.4410417410967797,0.04476624870505576,0.0028312661641907893,0.0,-619.0841924304805,0.28558173076923077,250,0,True,False,1543.4060122966766
104,0.007823901817554269,2.0,0.5,-185.60275771972263,4.350718300545511,0.6406440464535503,0.041833829812937595,0.00264580370913477,0.0,-371.20551543944526,0.49115865384615387,250,0,True,False,1438.6548433303833
104,0.007823901817554269,1.4,0.7142857142857143,-171.8260997663075,4.918201970702818,0.7731119113902343,0.047290403564450176,0.0029909077346441577,0.0,-240.5565396728367,0.6258477564102564,250,0,True,False,679.2163920402527
